
=== Run started 2026-02-24 08:57:22.860824 ===
[OK] Q2020-001 | Chronic Care Management | Hypertension Management | Pharmacology | conf=High
[OK] Q2024-912 | Chronic Care Management | Insomnia Management | Pharmacology | conf=High
[OK] Q2024-913 | Preventive Care | Type 2 Diabetes Screening | Screening | conf=High
[OK] Q2024-914 | Acute Care and Diagnosis | Postpartum Thyroiditis and Arrhythmia | Management | conf=High
[OK] Q2024-915 | Emergent and Urgent Care | Sickle Cell Splenic Sequestration | Diagnosis | conf=High
[OK] Q2024-916 | Chronic Care Management | Female Pattern Hair Loss | Pharmacology | conf=High
[OK] Q2024-917 | Foundations of Care | Capacity and Informed Consent | Management | conf=High
[OK] Q2024-918 | Acute Care and Diagnosis | Peripheral Nerve Compression | Diagnosis | conf=High
[OK] Q2024-919 | Preventive Care | Infectious Disease Screening | Screening | conf=High
[OK] Q2024-920 | Emergent and Urgent Care | Acute Paralysis and Guillain-Barré Syndrome | Diagnosis | conf=High
[OK] Q2024-921 | Foundations of Care | Mental Status Examination | Interpretation | conf=High
[OK] Q2024-922 | Acute Care and Diagnosis | Laryngomalacia | Diagnosis | conf=High
[OK] Q2024-923 | Acute Care and Diagnosis | Distal Phalanx Fracture Management | Management | conf=High
[OK] Q2024-924 | Chronic Care Management | Postinflammatory Hyperpigmentation | Pharmacology | conf=High
[OK] Q2024-925 | Preventive Care | Cardiac Murmur Differentiation | Diagnosis | conf=High
[OK] Q2024-926 | Emergent and Urgent Care | Fever of Unknown Origin | Diagnosis | conf=High
[OK] Q2024-927 | Emergent and Urgent Care | Delirium Management | Pharmacology | conf=High
[OK] Q2024-928 | Chronic Care Management | Amiodarone Adverse Effects | Management | conf=High
[OK] Q2024-929 | Preventive Care | Postpartum Contraception Selection | Management | conf=High
[OK] Q2024-930 | Chronic Care Management | Fall Risk and Medication Safety | Pharmacology | conf=High
[OK] Q2024-931 | Chronic Care Management | Surgical Menopause and HRT | Management | conf=High
[OK] Q2024-932 | Emergent and Urgent Care | Bronchiolitis Management | Management | conf=High
[OK] Q2024-933 | Emergent and Urgent Care | Toxicology and Overdose | Diagnosis | conf=High
[OK] Q2024-934 | Chronic Care Management | Peripheral Arterial Disease | Management | conf=High
[OK] Q2024-935 | Preventive Care | Preconception Counseling | Counseling | conf=High
[OK] Q2024-936 | Acute Care and Diagnosis | Knee Injury Assessment | Diagnosis | conf=High
[OK] Q2024-937 | Foundations of Care | Healthcare Policy and Systems | Interpretation | conf=High
[OK] Q2024-938 | Acute Care and Diagnosis | Seizure Disorders and Postictal States | Diagnosis | conf=High
[OK] Q2024-939 | Chronic Care Management | Asthma Management | Pharmacology | conf=High
[OK] Q2024-940 | Acute Care and Diagnosis | Hepatitis A Diagnosis | Diagnosis | conf=High
[OK] Q2024-941 | Preventive Care | Adolescent Depression Screening | Screening | conf=High
[OK] Q2024-942 | Emergent and Urgent Care | Acute Coronary Syndrome | Diagnosis | conf=High
[OK] Q2024-943 | Acute Care and Diagnosis | Psoriasis Diagnosis | Diagnosis | conf=High
[OK] Q2024-944 | Chronic Care Management | CKD-Mineral Bone Disorder | Pathophysiology | conf=High
[OK] Q2024-945 | Emergent and Urgent Care | Bowel Obstruction Diagnosis | Diagnosis | conf=High
[OK] Q2024-946 | Chronic Care Management | Heart Failure Management | Pharmacology | conf=High
[OK] Q2024-947 | Chronic Care Management | Atypical Endometrial Hyperplasia | Management | conf=High
[OK] Q2024-948 | Preventive Care | Food Allergy Prevention | Counseling | conf=High
[OK] Q2024-949 | Acute Care and Diagnosis | Celiac Disease Diagnosis | Diagnosis | conf=High
[OK] Q2024-950 | Chronic Care Management | Hepatitis C Treatment | Management | conf=High
[OK] Q2024-951 | Emergent and Urgent Care | Diabetic Ketoacidosis | Pharmacology | conf=High
[OK] Q2024-952 | Chronic Care Management | Prolactinoma Management | Pharmacology | conf=High
[OK] Q2024-953 | Preventive Care | Hypertrophic Cardiomyopathy Screening | Diagnosis | conf=High
[OK] Q2024-954 | Emergent and Urgent Care | Priapism Management | Management | conf=High
[OK] Q2024-955 | Acute Care and Diagnosis | Hematuria Evaluation | Diagnosis | conf=High
[OK] Q2024-956 | Chronic Care Management | Panic Disorder Management | Pharmacology | conf=High
[OK] Q2024-957 | Preventive Care | Acute Altitude Sickness Prevention | Pharmacology | conf=High
[OK] Q2024-958 | Acute Care and Diagnosis | Keratoacanthoma and Skin Cancer | Diagnosis | conf=High
[OK] Q2024-959 | Chronic Care Management | Heart Failure Management | Management | conf=High
[OK] Q2024-960 | Acute Care and Diagnosis | Pediatric Buckle Fracture | Management | conf=High
[OK] Q2024-961 | Preventive Care | Immunization in Immunocompromised Patients | Management | conf=High
[OK] Q2024-962 | Acute Care and Diagnosis | Venous Thromboembolism Management | Management | conf=High
[OK] Q2024-963 | Chronic Care Management | Nutritional Deficiency and Taste Disorder | Diagnosis | conf=High
[OK] Q2024-964 | Chronic Care Management | GERD Management | Management | conf=High
[OK] Q2024-965 | Chronic Care Management | Bariatric Surgery and Obesity | Management | conf=High
[OK] Q2024-966 | Emergent and Urgent Care | Child Abuse Recognition | Diagnosis | conf=High
[OK] Q2024-967 | Acute Care and Diagnosis | Gout Diagnosis | Diagnosis | conf=High
[OK] Q2024-968 | Acute Care and Diagnosis | Systemic Lupus Erythematosus | Diagnosis | conf=High
[OK] Q2024-969 | Preventive Care | Glaucoma Screening | Diagnosis | conf=High
[OK] Q2024-970 | Chronic Care Management | IBS-D Management | Management | conf=High
[OK] Q2024-971 | Emergent and Urgent Care | Pneumonia Diagnosis | Diagnosis | conf=High
[OK] Q2024-972 | Chronic Care Management | Hospice and End-of-Life Care | Pharmacology | conf=High
[OK] Q2024-973 | Foundations of Care | Communication and Documentation | Counseling | conf=High
[OK] Q2024-974 | Chronic Care Management | Dyspareunia and Vaginal Dryness | Management | conf=High
[OK] Q2024-975 | Acute Care and Diagnosis | Cannabinoid Hyperemesis Syndrome | Diagnosis | conf=High
[OK] Q2024-976 | Preventive Care | Venous Thromboembolism Risk | Pathophysiology | conf=High
[OK] Q2024-977 | Preventive Care | Osteoporosis Screening | Screening | conf=High
[OK] Q2024-978 | Acute Care and Diagnosis | Cervical Myelopathy | Diagnosis | conf=High
[OK] Q2024-979 | Chronic Care Management | Polycystic Ovary Syndrome | Management | conf=High
[OK] Q2024-980 | Chronic Care Management | Polycythemia Vera | Pathophysiology | conf=High
[OK] Q2024-981 | Chronic Care Management | Post-Stroke Rehabilitation | Management | conf=High
[OK] Q2024-982 | Preventive Care | Dementia Risk Reduction | Counseling | conf=High
[OK] Q2024-983 | Chronic Care Management | ADHD Medication Safety in Lactation | Pharmacology | conf=High
[OK] Q2024-984 | Emergent and Urgent Care | Blunt Abdominal Trauma | Management | conf=High
[OK] Q2024-985 | Chronic Care Management | COPD Management | Pharmacology | conf=High
[OK] Q2024-986 | Preventive Care | Influenza Prophylaxis and Outbreak Control | Management | conf=High
[OK] Q2024-987 | Preventive Care | Cervical Cancer Screening | Screening | conf=High
[OK] Q2024-988 | Chronic Care Management | Aortic Stenosis | Management | conf=High
[OK] Q2024-989 | Chronic Care Management | Adhesive Capsulitis Management | Management | conf=High
[OK] Q2024-990 | Chronic Care Management | First Seizure Management | Management | conf=High
[OK] Q2024-991 | Acute Care and Diagnosis | Allergic Reaction Management | Management | conf=High
[OK] Q2024-992 | Emergent and Urgent Care | Supraventricular Tachycardia | Management | conf=High
[OK] Q2024-993 | Acute Care and Diagnosis | Sacroiliac Joint Dysfunction | Diagnosis | conf=High
[OK] Q2024-994 | Preventive Care | Elder Abuse Recognition | Screening | conf=High
[OK] Q2024-995 | Emergent and Urgent Care | Subarachnoid Hemorrhage Diagnosis | Diagnosis | conf=High
[OK] Q2024-996 | Chronic Care Management | Benzodiazepine Dependence and Tapering | Management | conf=High
[OK] Q2024-997 | Chronic Care Management | Allergic Rhinitis Diagnosis | Diagnosis | conf=High
[OK] Q2024-998 | Acute Care and Diagnosis | Achalasia and Dysphagia | Diagnosis | conf=High
[OK] Q2024-999 | Emergent and Urgent Care | Peptic Ulcer Disease with Perforation | Diagnosis | conf=High
[OK] Q2024-1000 | Acute Care and Diagnosis | Tinnitus Evaluation | Diagnosis | conf=High
[OK] Q2025-001 | Preventive Care | Cervical Cancer Screening | Management | conf=High
[OK] Q2025-002 | Preventive Care | Prediabetes Prevention | Counseling | conf=High
[OK] Q2025-003 | Emergent and Urgent Care | Ankle Sprain Management | Management | conf=High
[OK] Q2025-004 | Emergent and Urgent Care | Septic Shock Management | Management | conf=High
[OK] Q2025-005 | Emergent and Urgent Care | Thyroid Storm Management | Management | conf=High
[OK] Q2025-006 | Chronic Care Management | Irritable Bowel Syndrome | Pharmacology | conf=High
[OK] Q2025-007 | Chronic Care Management | Diabetic Neuropathy Pain Management | Pharmacology | conf=High
[OK] Q2025-008 | Chronic Care Management | Urinary Incontinence | Diagnosis | conf=High
[OK] Q2025-009 | Chronic Care Management | Immune Thrombocytopenia Management | Management | conf=High
[OK] Q2025-010 | Preventive Care | HIV Long-term Complications Screening | Screening | conf=High
[OK] Q2025-011 | Emergent and Urgent Care | Acute Coronary Syndrome Evaluation | Diagnosis | conf=High
[OK] Q2025-012 | Chronic Care Management | Alcohol Use Disorder Treatment | Pharmacology | conf=High
[OK] Q2025-013 | Acute Care and Diagnosis | Contact Dermatitis Treatment | Management | conf=High
[OK] Q2025-014 | Chronic Care Management | Pulmonary Nodule Follow-up | Management | conf=High
[OK] Q2025-015 | Emergent and Urgent Care | Concussion Management | Management | conf=High
[OK] Q2025-016 | Preventive Care | Dental Caries Prevention | Counseling | conf=High
[OK] Q2025-017 | Chronic Care Management | Parkinson's Disease Management | Pharmacology | conf=High
[OK] Q2025-018 | Chronic Care Management | Acromegaly Diagnosis | Diagnosis | conf=High
[OK] Q2025-019 | Chronic Care Management | Menopausal Vasomotor Symptoms | Management | conf=High
[OK] Q2025-020 | Emergent and Urgent Care | Medical Ethics and Refusal of Care | Management | conf=High
[OK] Q2025-021 | Emergent and Urgent Care | Epistaxis Management | Management | conf=High
[OK] Q2025-022 | Chronic Care Management | Stable Angina Management | Pharmacology | conf=High
[OK] Q2025-023 | Chronic Care Management | Insomnia and Sleep Disorders | Management | conf=High
[OK] Q2025-024 | Chronic Care Management | Hypothyroidism Management | Management | conf=High
[OK] Q2025-025 | Emergent and Urgent Care | Acute Abnormal Uterine Bleeding | Management | conf=High
[OK] Q2025-026 | Chronic Care Management | Rosacea Management | Management | conf=High
[OK] Q2025-027 | Preventive Care | Cervical Cancer Screening | Screening | conf=High
[OK] Q2025-028 | Emergent and Urgent Care | Suicidal Ideation and Risk Assessment | Management | conf=High
[OK] Q2025-029 | Preventive Care | Colorectal Cancer Screening | Screening | conf=High
[OK] Q2025-030 | Preventive Care | Labor Induction at Term | Counseling | conf=High
[OK] Q2025-031 | Chronic Care Management | Hip Osteoarthritis Management | Management | conf=High
[OK] Q2025-032 | Emergent and Urgent Care | Transient Global Amnesia | Management | conf=High
[OK] Q2025-033 | Emergent and Urgent Care | Lyme Disease Treatment | Management | conf=High
[OK] Q2025-034 | Preventive Care | Zoster Vaccination | Management | conf=High
[OK] Q2025-035 | Emergent and Urgent Care | Orbital Cellulitis | Management | conf=High
[OK] Q2025-036 | Emergent and Urgent Care | Deep Vein Thrombosis Management | Management | conf=High
[OK] Q2025-037 | Acute Care and Diagnosis | Chronic Prostatitis | Management | conf=High
[OK] Q2025-038 | Emergent and Urgent Care | Spontaneous Pneumothorax Management | Management | conf=High
[OK] Q2025-039 | Preventive Care | Sports Preparticipation Physical Evaluation | Screening | conf=High
[OK] Q2025-040 | Acute Care and Diagnosis | Meniere's Disease Diagnosis | Diagnosis | conf=High
[OK] Q2025-041 | Preventive Care | Lipid Management and Cardiovascular Prevention | Interpretation | conf=High
[OK] Q2025-042 | Chronic Care Management | Orthostatic Hypotension | Pharmacology | conf=High
[OK] Q2025-043 | Emergent and Urgent Care | Diabetic Ketoacidosis Management | Management | conf=High
[OK] Q2025-044 | Chronic Care Management | PTSD Sleep Disturbance | Pharmacology | conf=High
[OK] Q2025-045 | Acute Care and Diagnosis | Vitamin B12 Deficiency | Diagnosis | conf=High
[OK] Q2025-046 | Acute Care and Diagnosis | Knee Pain Diagnosis | Diagnosis | conf=High
[OK] Q2025-047 | Emergent and Urgent Care | Rocky Mountain Spotted Fever | Pharmacology | conf=High
[OK] Q2025-048 | Acute Care and Diagnosis | Primary Biliary Cholangitis | Diagnosis | conf=High
[OK] Q2025-049 | Chronic Care Management | Bipolar Disorder Management | Pharmacology | conf=High
[OK] Q2025-050 | Preventive Care | Preeclampsia Prevention | Management | conf=High
[OK] Q2025-051 | Chronic Care Management | Cardioembolic Stroke and Atrial Fibrillation | Management | conf=High
[OK] Q2025-052 | Emergent and Urgent Care | Acute Myocardial Infarction Complications | Diagnosis | conf=High
[OK] Q2025-053 | Chronic Care Management | Asthma Management | Management | conf=High
[OK] Q2025-054 | Acute Care and Diagnosis | Cutaneous Larva Migrans | Diagnosis | conf=High
[OK] Q2025-055 | Preventive Care | Cryptosporidium Infection Management | Counseling | conf=High
[OK] Q2025-056 | Emergent and Urgent Care | HELLP Syndrome in Pregnancy | Management | conf=High
[OK] Q2025-057 | Chronic Care Management | Chronic Kidney Disease Diagnosis | Diagnosis | conf=High
[OK] Q2025-058 | Acute Care and Diagnosis | Kawasaki Disease | Diagnosis | conf=High
[OK] Q2025-059 | Preventive Care | Genetic Risk Assessment | Screening | conf=High
[OK] Q2025-060 | Preventive Care | Prenatal Folic Acid Supplementation | Management | conf=High
[OK] Q2025-061 | Chronic Care Management | Gout Prophylaxis Management | Management | conf=High
[OK] Q2025-062 | Chronic Care Management | Aortic Stenosis Management | Management | conf=High
[OK] Q2025-063 | Acute Care and Diagnosis | Allergic Rhinitis | Management | conf=High
[OK] Q2025-064 | Chronic Care Management | Polycystic Ovary Syndrome | Diagnosis | conf=High
[OK] Q2025-065 | Acute Care and Diagnosis | Vestibular Disorders | Management | conf=High
[OK] Q2025-066 | Chronic Care Management | Melasma Treatment | Pharmacology | conf=High
[OK] Q2025-067 | Preventive Care | Food Allergy Prevention | Counseling | conf=High
[OK] Q2025-068 | Emergent and Urgent Care | Sexual Assault Post-Exposure Prophylaxis | Management | conf=High
[OK] Q2025-069 | Chronic Care Management | Premenstrual Dysphoric Disorder | Management | conf=High
[OK] Q2025-070 | Chronic Care Management | Osteoporosis Management | Management | conf=High
[OK] Q2025-071 | Emergent and Urgent Care | Bacterial Meningitis Management | Management | conf=High
[OK] Q2025-072 | Chronic Care Management | Eosinophilic Esophagitis | Management | conf=High
[OK] Q2025-073 | Preventive Care | Immunization in Immunocompromised Patients | Management | conf=High
[OK] Q2025-074 | Emergent and Urgent Care | Acute Adrenal Crisis | Management | conf=High
[OK] Q2025-075 | Emergent and Urgent Care | Syncope Evaluation | Diagnosis | conf=High
[OK] Q2025-076 | Chronic Care Management | Benign Prostatic Hyperplasia | Pharmacology | conf=High
[OK] Q2025-077 | Preventive Care | Breastfeeding Assessment and Lactation | Diagnosis | conf=High
[OK] Q2025-078 | Emergent and Urgent Care | Influenza B Treatment | Management | conf=High
[OK] Q2025-079 | Chronic Care Management | Obsessive-Compulsive Disorder | Pharmacology | conf=High
[OK] Q2025-080 | Preventive Care | Fall Prevention in Older Adults | Management | conf=High
[OK] Q2025-081 | Chronic Care Management | Helicobacter pylori Infection | Management | conf=High
[OK] Q2025-082 | Emergent and Urgent Care | Acute Burn Management | Management | conf=High
[OK] Q2025-083 | Acute Care and Diagnosis | Deep Vein Thrombosis Management | Management | conf=High
[OK] Q2025-084 | Preventive Care | Breast Cancer Risk Stratification | Pathophysiology | conf=High
[OK] Q2025-085 | Chronic Care Management | Poststroke Depression | Pharmacology | conf=High
[OK] Q2025-086 | Preventive Care | Opioid Overdose Prevention | Counseling | conf=High
[OK] Q2025-087 | Acute Care and Diagnosis | Dumping Syndrome | Diagnosis | conf=High
[OK] Q2025-088 | Acute Care and Diagnosis | Acute Otitis Media | Management | conf=High
[OK] Q2025-089 | Emergent and Urgent Care | Minor Head Injury in Children | Management | conf=High
[OK] Q2025-090 | Preventive Care | Smoking Cessation Counseling | Counseling | conf=High
[OK] Q2025-091 | Chronic Care Management | COPD Management | Pharmacology | conf=High
[OK] Q2025-092 | Emergent and Urgent Care | Hyperglycemic Hyperosmolar State | Management | conf=High
[OK] Q2025-093 | Chronic Care Management | Heart Failure with Reduced Ejection Fraction | Pharmacology | conf=High
[OK] Q2025-094 | Acute Care and Diagnosis | Type 2 Diabetes Diagnosis | Diagnosis | conf=High
[OK] Q2025-095 | Chronic Care Management | Complex Regional Pain Syndrome | Diagnosis | conf=High
[OK] Q2025-096 | Emergent and Urgent Care | Pelvic Inflammatory Disease | Management | conf=High
[OK] Q2025-097 | Emergent and Urgent Care | Transient Ischemic Attack | Management | conf=High
[OK] Q2025-098 | Chronic Care Management | Hepatitis C Management | Management | conf=High
[OK] Q2025-099 | Chronic Care Management | Pelvic Organ Prolapse | Management | conf=High
[OK] Q2025-100 | Emergent and Urgent Care | Acute Limb Ischemia | Management | conf=High
[OK] Q2025-101 | Acute Care and Diagnosis | Stress Fracture Diagnosis | Diagnosis | conf=High
[OK] Q2025-102 | Chronic Care Management | Chronic Urticaria Management | Management | conf=High
[OK] Q2025-103 | Acute Care and Diagnosis | Acute Rhinosinusitis | Management | conf=High
[OK] Q2025-104 | Preventive Care | Lung Cancer Screening | Screening | conf=High
[OK] Q2025-105 | Acute Care and Diagnosis | Nongonococcal Urethritis | Management | conf=High
[OK] Q2025-106 | Emergent and Urgent Care | Subarachnoid Hemorrhage | Diagnosis | conf=High
[OK] Q2025-107 | Acute Care and Diagnosis | Cannabinoid Hyperemesis Syndrome | Management | conf=High
[OK] Q2025-108 | Chronic Care Management | Fibromyalgia Treatment | Pharmacology | conf=High
[OK] Q2025-109 | Chronic Care Management | Nocturnal Enuresis | Pharmacology | conf=High
[OK] Q2025-110 | Chronic Care Management | ADHD Pharmacologic Management | Pharmacology | conf=High
[OK] Q2025-111 | Chronic Care Management | Anterior Shoulder Dislocation | Management | conf=High
[OK] Q2025-112 | Emergent and Urgent Care | Mastitis Management | Management | conf=High
[OK] Q2025-113 | Preventive Care | Genetic Counseling and Inheritance | Counseling | conf=High
[OK] Q2025-114 | Chronic Care Management | Myalgic Encephalomyelitis/Chronic Fatigue Syndrome | Diagnosis | conf=High
[OK] Q2025-115 | Acute Care and Diagnosis | Heart Failure Diagnosis | Diagnosis | conf=High
[OK] Q2025-116 | Preventive Care | Vision Screening in Children | Screening | conf=High
[OK] Q2025-117 | Preventive Care | Dermatomyositis Complications | Pathophysiology | conf=High
[OK] Q2025-118 | Foundations of Care | Cognitive Biases and Diagnostic Error | Interpretation | conf=High
[OK] Q2025-119 | Acute Care and Diagnosis | Abnormal Uterine Bleeding | Diagnosis | conf=High
[OK] Q2025-120 | Acute Care and Diagnosis | Peptic Ulcer Disease Diagnosis | Diagnosis | conf=High
[OK] Q2025-121 | Chronic Care Management | Hypercalcemia Workup | Diagnosis | conf=High
[OK] Q2025-122 | Acute Care and Diagnosis | Bell's Palsy Diagnosis | Diagnosis | conf=High
[OK] Q2025-123 | Emergent and Urgent Care | Traumatic Brain Injury | Diagnosis | conf=High
[OK] Q2025-124 | Acute Care and Diagnosis | Neonatal Dehydration Assessment | Diagnosis | conf=High
[OK] Q2025-125 | Chronic Care Management | Major Depressive Disorder in Adolescents | Pharmacology | conf=High
[OK] Q2025-126 | Acute Care and Diagnosis | Acute Bronchitis Treatment | Pharmacology | conf=High
[OK] Q2025-127 | Emergent and Urgent Care | Ankle Inversion Injury | Diagnosis | conf=High
[OK] Q2025-128 | Chronic Care Management | Pediatric Constipation | Management | conf=High
[OK] Q2025-129 | Preventive Care | Dyslipidemia Management | Management | conf=High
[OK] Q2025-130 | Acute Care and Diagnosis | Tarsal Tunnel Syndrome | Diagnosis | conf=High
[OK] Q2025-131 | Preventive Care | Occupational Health and Safety | Counseling | conf=High
[OK] Q2025-132 | Emergent and Urgent Care | Acute Coronary Syndrome | Interpretation | conf=High
[OK] Q2025-133 | Chronic Care Management | Osteoporosis Management | Management | conf=High
[OK] Q2025-134 | Preventive Care | Prenatal Screening and Blood Type | Screening | conf=High
[OK] Q2025-135 | Preventive Care | Hepatitis B Post-Exposure Prophylaxis | Management | conf=High
[OK] Q2025-136 | Preventive Care | HIV Screening | Screening | conf=High
[OK] Q2025-137 | Emergent and Urgent Care | Retinal Detachment | Diagnosis | conf=High
[OK] Q2025-138 | Acute Care and Diagnosis | Low Back Pain Evaluation | Diagnosis | conf=High
[OK] Q2025-139 | Emergent and Urgent Care | Opioid Overdose Management | Pharmacology | conf=High
[OK] Q2025-140 | Acute Care and Diagnosis | Inguinal Hernia Diagnosis | Management | conf=High
[OK] Q2025-141 | Chronic Care Management | Normal Pressure Hydrocephalus | Management | conf=High
[OK] Q2025-142 | Emergent and Urgent Care | Hematuria Evaluation | Diagnosis | conf=High
[OK] Q2025-143 | Preventive Care | Smoking Cessation Counseling | Counseling | conf=High
[OK] Q2025-144 | Chronic Care Management | Diabetes Skin Manifestations | Diagnosis | conf=High
[OK] Q2025-145 | Chronic Care Management | Metformin Adverse Effects | Pharmacology | conf=High
[OK] Q2025-146 | Acute Care and Diagnosis | Community-Acquired Pneumonia | Management | conf=High
[OK] Q2025-147 | Emergent and Urgent Care | PIP Joint Dislocation | Management | conf=High
[OK] Q2025-148 | Acute Care and Diagnosis | Giardiasis Treatment | Pharmacology | conf=High
[OK] Q2025-149 | Chronic Care Management | Depression and Antidepressant Selection | Pharmacology | conf=High
[OK] Q2025-150 | Preventive Care | Hepatitis C Screening | Screening | conf=High
[OK] Q2025-151 | Emergent and Urgent Care | Hypertensive Emergency | Management | conf=High
[OK] Q2025-152 | Chronic Care Management | Obstructive Sleep Apnea | Diagnosis | conf=High
[OK] Q2025-153 | Preventive Care | Adolescent Mental Health Screening | Screening | conf=High
[OK] Q2025-154 | Chronic Care Management | Adhesive Capsulitis | Diagnosis | conf=High
[OK] Q2025-155 | Acute Care and Diagnosis | Diabetic Foot Ulcer with Osteomyelitis | Diagnosis | conf=High
[OK] Q2025-156 | Chronic Care Management | Drug-Induced Peripheral Edema | Management | conf=High
[OK] Q2025-157 | Acute Care and Diagnosis | Syphilis Treatment in Pregnancy | Pharmacology | conf=High
[OK] Q2025-158 | Preventive Care | Childhood Obesity Prevention | Counseling | conf=High
[OK] Q2025-159 | Acute Care and Diagnosis | Peripheral Neuropathy Evaluation | Diagnosis | conf=High
[OK] Q2025-160 | Chronic Care Management | Achilles Tendinopathy Management | Management | conf=High
[OK] Q2025-161 | Chronic Care Management | Type 2 Diabetes Patient Education | Counseling | conf=High
[OK] Q2025-162 | Acute Care and Diagnosis | Celiac Disease Diagnosis | Diagnosis | conf=High
[OK] Q2025-163 | Chronic Care Management | Testosterone Deficiency | Diagnosis | conf=High
[OK] Q2025-164 | Preventive Care | Pediatric Cardiac Murmur Evaluation | Diagnosis | conf=High
[OK] Q2025-165 | Emergent and Urgent Care | Anaphylaxis Management | Management | conf=High
[OK] Q2025-166 | Acute Care and Diagnosis | Anticoagulation Management Perioperatively | Management | conf=High
[OK] Q2025-167 | Emergent and Urgent Care | Pediatric Fracture Management | Management | conf=High
[OK] Q2025-168 | Preventive Care | Adolescent Health Screening | Screening | conf=High
[OK] Q2025-169 | Acute Care and Diagnosis | Infectious Diarrhea Diagnosis | Diagnosis | conf=High
[OK] Q2025-170 | Preventive Care | Thyroid Screening in Down Syndrome | Screening | conf=High
[OK] Q2025-171 | Emergent and Urgent Care | High Altitude Pulmonary Edema | Management | conf=High
[OK] Q2025-172 | Emergent and Urgent Care | Stevens-Johnson Syndrome | Pharmacology | conf=High
[OK] Q2025-173 | Chronic Care Management | Postmenopausal Bleeding Evaluation | Management | conf=High
[OK] Q2025-174 | Acute Care and Diagnosis | Shoulder Labral Tear | Diagnosis | conf=High
[OK] Q2025-175 | Preventive Care | Alcohol Use Screening and Intervention | Management | conf=High
[OK] Q2025-176 | Chronic Care Management | Anal Fissure Treatment | Pharmacology | conf=High
[OK] Q2025-177 | Preventive Care | Diverticulitis Prevention | Counseling | conf=High
[OK] Q2025-178 | Acute Care and Diagnosis | Trigeminal Neuralgia | Diagnosis | conf=High
[OK] Q2025-179 | Preventive Care | Dementia Prevention and Risk Reduction | Counseling | conf=High
[OK] Q2025-180 | Acute Care and Diagnosis | Polymyalgia Rheumatica | Diagnosis | conf=High
[OK] Q2025-181 | Preventive Care | Herpes Simplex Virus Screening | Screening | conf=High
[OK] Q2025-182 | Emergent and Urgent Care | Intussusception | Diagnosis | conf=High
[OK] Q2025-183 | Chronic Care Management | Smoking Cessation | Management | conf=High
[OK] Q2025-184 | Chronic Care Management | Recurrent Nephrolithiasis Prevention | Management | conf=High
[OK] Q2025-185 | Emergent and Urgent Care | Severe Hyponatremia Management | Management | conf=High
[OK] Q2025-186 | Acute Care and Diagnosis | Acute Lower Back Pain with Radiculopathy | Management | conf=High
[OK] Q2025-187 | Chronic Care Management | Hypertension Treatment | Management | conf=High
[OK] Q2025-188 | Emergent and Urgent Care | Anorexia Nervosa Complications | Management | conf=High
[OK] Q2025-189 | Preventive Care | Lynch Syndrome Screening | Screening | conf=High
[OK] Q2025-190 | Emergent and Urgent Care | Acute Pancreatitis Management | Management | conf=High
[OK] Q2025-191 | Preventive Care | Osteoporosis Screening | Screening | conf=High
[OK] Q2025-192 | Emergent and Urgent Care | Hyperkalemia Management | Interpretation | conf=High
[OK] Q2025-193 | Emergent and Urgent Care | Dental Trauma Management | Management | conf=High
[OK] Q2025-194 | Chronic Care Management | Graves' Disease Management | Pharmacology | conf=High
[OK] Q2025-195 | Acute Care and Diagnosis | Delirium Management | Pharmacology | conf=High
[OK] Q2025-196 | Foundations of Care | Decision-Making Capacity Assessment | Management | conf=High
[OK] Q2025-197 | Emergent and Urgent Care | Hypothermia Management | Management | conf=High
[OK] Q2025-198 | Preventive Care | Prostate Cancer Screening | Management | conf=High
[OK] Q2025-199 | Acute Care and Diagnosis | Acute Gastroenteritis | Management | conf=High
[OK] Q2025-200 | Emergent and Urgent Care | Dog Bite Wound Management | Management | conf=High
=== Run finished 2026-02-24 09:38:23.835608 | tagged=1200 | errors=0 ===
