QuestionID,ExamYear,QuestionStem,BodySystem,Subcategory,BlueprintCategory_Predicted,CorrectAnswer
Q2024-833,2024,"Which one of the following community design features can be used to encourage people to walk more? 
A)   Frequently sought destinations (eg, school, work, stores) located at least 1 mile away from 
residential areas 
B)   High-quality public transit systems 
C)   High-speed roadways that route traffic through neighborhoods 
D)   Moving sidewalks and escalators

A) 
B) 
C) 
D) 
E) ",Patient-Based Systems,Management,Foundations of Care,B
Q2024-834,2024,"A 60-year-old transgender female comes to your office for a preventive care visit. You review her 
organ inventory and note that she has hormonally augmented breast tissue; a vulva and a vagina that 
were constructed via the penile inversion technique, including an orchiectomy; and a prostate. Her 
BMI is 23 kg/m2. She does not have any significant medical history other than the gender-affirming 
procedures and her only medication is a transdermal estradiol patch (Climara), 0.05 mg weekly. She 
is monogamous with her cisgender female partner and has never smoked. 
 
Based on U.S. Preventive Services Task Force guidelines, which one of the following preventive care 
options should be discussed at this time? 
A)   A digital rectal examination 
B)   An anal Papanicolaou smear 
C)   Prostate-specific antigen testing 
D)   Mammography 
E)   Bone density screening

A) 
B) 
C) 
D) 
E) ",Endocrine,Pharmacology,Preventive Care,C
Q2024-835,2024,"A 48-year-old female with a history of Crohn disease that has been poorly controlled for the past 4â€“6 
months is admitted to the hospital. She has a BMI of 15 kg/m2 and has unintentionally lost more than 
18% of her body weight in this same span of time. Her potassium level is 3.3 mEq/L (N 3.5â€“5.2) and 
her phosphorous level is 2.6 mg/dL (N 3.0â€“4.5). 
 
In addition to treating her Crohn disease, you should address her malnourished condition by initiating 
thiamine followed by refeeding and electrolytes using which one of the following strategies? 
A)   Providing less than her expected calorie requirements and replenishing electrolytes immediately 
B)   Providing her full expected calorie requirements and replenishing electrolytes immediately 
C)   Providing her full expected calorie requirements and delaying replenishment of electrolytes for 6 
hours 
D)   Providing more than her expected calorie requirements and replenishing electrolytes immediately 
E)   Providing more than her expected calorie requirements and delaying replenishment of electrolytes 
for 6 hours

A) 
B) 
C) 
D) 
E) ",Nonspecific,Pharmacology,Emergent and Urgent Care,A
Q2024-836,2024,"A 62-year-old female sees you for follow-up of bilateral lower extremity edema that worsens 
throughout the day. A BNP level, TSH level, comprehensive metabolic panel, urinalysis, chest x-ray, 
EKG, and lower extremity venous ultrasound have all been normal. 
 
Which one of the following diagnoses should you consider in this patient? 
A)   Celiac disease 
B)   Cushing syndrome 
C)   Lyme disease 
D)   Obstructive sleep apnea 
E)   Raynaud disease

A) 
B) 
C) 
D) 
E) ",Cardiovascular,Pathophysiology,Acute Care and Diagnosis,D
Q2024-837,2024,"A 42-year-old female sees you for routine follow-up of adrenal insufficiency diagnosed 2 years ago. 
Today she reports a 2-month history of fatigue, decreased energy, difficulty concentrating, and 
nausea. She has also had an unintentional 5-lb weight loss over the past 3 months. She takes oral 
hydrocortisone, 10 mg in the morning and 5 mg in the afternoon. She is adherent to her medication 
regimen and has not had any illnesses in the past year. 
 
Which one of the following would be the most appropriate initial step in the management of this 
patientâ€™s adrenal insufficiency? 
A)   Increasing the hydrocortisone dosage 
B)   A random cortisol level 
C)   A cortisol stimulation test 
D)   CT of the adrenal glands

A) 
B) 
C) 
D) 
E) ",Endocrine,Pharmacology,Chronic Care Management,A
Q2024-838,2024,"Which one of the following findings on a HINTS (head-impulse, nystagmus, test of skew) 
examination suggests a central etiology for a patient with vertigo? 
A)   Saccade when the patientâ€™s head is thrust 10Â° to the right and left while the patientâ€™s eyes are 
fixed on the examinerâ€™s nose 
B)   Spontaneous nystagmus that is unidirectional and horizontal 
C)   Suppression of nystagmus with visual fixation 
D)   Vertical deviation upon uncovering a covered eye while the patient is looking straight ahead

A) 
B) 
C) 
D) 
E) ",Special Sensory,Workup,Acute Care and Diagnosis,D
Q2024-839,2024,"A 32-year-old female sees you to request breast cancer screening after learning that her 45-year-old 
sister was diagnosed with breast cancer. She has no other known history of breast cancer. The patient 
does not have a family history of ovarian, tubal, or peritoneal cancers. Menarche occurred at 13 years 
of age and she has never been pregnant. On examination there is no nipple discharge or axillary 
lymphadenopathy and she has no palpable breast masses. 
 
Based on U.S. Preventive Services Task Force guidelines, which one of the following should you 
recommend as the next step in evaluation? 
A)   Monthly breast self-examinations 
B)   Screening mammography 
C)   Screening breast ultrasonography 
D)   Genetic counseling

A) 
B) 
C) 
D) 
E) ",Gastrointestinal,Workup,Preventive Care,D
Q2024-840,2024,"A 55-year-old female presents with numbness and tingling in the ring and little fingers of her right 
hand. She also reports weakness when gripping objects and difficulty spreading her fingers apart. A 
physical examination reveals weakness of the first dorsal interosseous muscle and clawing of the ring 
and little fingers. A Tinel sign is positive over the medial epicondyle of the right elbow. 
 
Which one of the following is the most likely diagnosis? 
A)   Axillary nerve compression 
B)   Carpal tunnel syndrome 
C)   Cubital tunnel syndrome 
D)   Median nerve neuropathy 
E)   Radial tunnel syndrome

A) 
B) 
C) 
D) 
E) ",Neurologic,Diagnosis,Acute Care and Diagnosis,C
Q2024-841,2024,"An 80-year-old male who is taking furosemide (Lasix), 80 mg, for heart failure presents to the 
emergency department (ED) with a gradual onset of somnolence. He is found to be hyponatremic 
with a serum sodium level of 104 mEq/L (N 135â€“145). 
 
You should order the administration of which one of the following? 
A)   100 mL of 3% sodium chloride over 10 minutes 
B)   150 mL of 5% sodium chloride over 30 minutes 
C)   500 mL of 3% sodium chloride over 30 minutes 
D)   1 L of 0.9% sodium chloride over 1 hour 
E)   1 L of 3% sodium chloride over 1 hour

A) 
B) 
C) 
D) 
E) ",Nonspecific,Diagnosis,Emergent and Urgent Care,A
Q2024-842,2024,"A 45-year-old female presents for evaluation of a 3-month history of left knee pain. She commutes 
by bicycle and is now finding it painful to cycle or even walk. On examination she does not have any 
deformity, and there is normal range of motion of the hips and knees. She has bilateral knee crepitus, 
pain on flexion of the left knee, and point tenderness that is noted 2 cm proximal to the left lateral 
joint line while flexing the knee. 
 
Which one of the following is the most likely diagnosis? 
A)   Iliotibial band syndrome 
B)   Lateral compartment osteoarthritis 
C)   Patellar tendinitis 
D)   Patellofemoral syndrome 
E)   Pes anserine bursitis

A) 
B) 
C) 
D) 
E) ",Injuries/Musculoskeletal,Diagnosis,Chronic Care Management,A
Q2024-843,2024,"You see an expectant mother for a prenatal visit. She has heard of sudden infant death syndrome and 
asks for advice on sleeping arrangements. 
 
You tell her that infants should sleep 
A)   in a crib and on their backs in the parentsâ€™ room 
B)   in a crib and on their stomachs in the parentsâ€™ room 
C)   in a crib and on their backs in their own room 
D)   in the parentsâ€™ bed and on their backs 
E)   in the parentsâ€™ bed and on their stomachs

A) 
B) 
C) 
D) 
E) ",Nonspecific,Prevention,Foundations of Care,A
Q2024-844,2024,"A 55-year-old female presents to your office because of a several-month history of progressively 
worsening fatigue, weakness, and unexplained weight loss. Physical examination findings are 
remarkable for hyperpigmentation of the skin and buccal mucosa. Initial laboratory studies reveal a 
low morning cortisol level. 
 
Which one of the following is the most likely diagnosis? 
A)   Addison disease 
B)   Cushing disease 
C)   Pheochromocytoma 
D)   Primary hyperaldosteronism 
E)   Syndrome of inappropriate antidiuretic hormone secretion

A) 
B) 
C) 
D) 
E) ",Endocrine,Diagnosis,Acute Care and Diagnosis,A
Q2024-845,2024,"A 65-year-old male presents to your office for a Welcome to Medicare visit. The whisper test is 
abnormal with both ears. 
 
In addition to difficulty hearing and participating in day-to-day conversation, the patient is at 
increased risk for which one of the following health problems due to his hearing loss? 
A)   Benign paroxysmal positional vertigo 
B)   Dementia 
C)   Ear infection 
D)   Heart failure 
E)   Temporomandibular joint dysfunction

A) 
B) 
C) 
D) 
E) ",Special Sensory,Prognosis/Risk,Preventive Care,B
Q2024-846,2024,"A 32-year-old female presents with concerns regarding infertility. She has been married for 3 years 
and has been attempting to conceive for the past 18 months. She reports early menarche at age 10 and 
a long-standing history of dysmenorrhea and heavy bleeding. These symptoms improved when she 
was using oral contraceptive therapy in her 20s. Transvaginal ultrasound results are inconclusive. 
 
Which one of the following would be the most appropriate next step in management? 
A)   A 6-month trial of oral contraceptive therapy 
B)   A trial of aromatase inhibitor therapy such as letrozole (Femara) 
C)   Placement of a levonorgestrel-releasing IUD (Mirena) 
D)   Diagnostic laparoscopic surgery to confirm the diagnosis

A) 
B) 
C) 
D) 
E) ",Sexual and Reproductive,Management,Chronic Care Management,D
Q2024-847,2024,"A 70-year-old male presents to the emergency department with a sudden onset of severe abdominal 
pain that radiates to his back. The patient has a history of stroke, hypertension, and type 2 diabetes. 
He has a 40-pack-year smoking history. A physical examination reveals a pulsatile mass just above 
the umbilicus. CT of the abdomen confirms the diagnosis. 
 
Which one of the following is the greatest risk factor for developing this condition? 
A)   Cigarette smoking 
B)   Hypertension 
C)   Male sex 
D)   Stroke 
E)   Type 2 diabetes

A) 
B) 
C) 
D) 
E) ",Cardiovascular,Prognosis/Risk,Emergent and Urgent Care,A
Q2024-848,2024,"Of the following, which one is the most effective abortive treatment for cluster headache? 
A)   Hydromorphone (Dilaudid) 
B)   Ketorolac 
C)   Ondansetron 
D)   Propranolol 
E)   Sumatriptan (Imitrex)

A) 
B) 
C) 
D) 
E) ",Neurologic,Pharmacology,Acute Care and Diagnosis,E
Q2024-849,2024,"A 4-month-old female is brought to your office for a well child check. She is here with her mother and 
2 older brothers, who are also your patients. The family looks forward to swimming at the local outdoor 
community pool, going to the beach, and gardening this summer. 
 
Which one of the following should you recommend to reduce this family's risk for skin cancer related 
to sun exposure? 
A)   Applying sunscreen with an SPF â‰¥15 to the infant before taking her outside 
B)   Avoiding going to the pool during the middle of the day, and encouraging them to take breaks in 
the shade 
C)   Going to the beach only on cloudy days when ultraviolet rays are absent 
D)   Wearing a baseball cap for sun protection when gardening

A) 
B) 
C) 
D) 
E) ",Population-Based Care,Screening,Preventive Care,B
Q2024-850,2024,"A 36-year-old female presents with a medical history of hypertension, hyperlipidemia, obesity, and 3 
miscarriages. She is not currently pregnant. She was recently discharged from the hospital with her 
second deep vein thrombosis (DVT) in the past several years. A workup for the underlying cause of 
her thrombophilia is positive for antiphospholipid antibodies. 
 
Which one of the following medications would be most appropriate for the long-term treatment of 
this patientâ€™s DVT? 
A)   Apixaban (Eliquis) 
B)   Aspirin 
C)   Clopidogrel (Plavix) 
D)   Enoxaparin (Lovenox) 
E)   Warfarin

A) 
B) 
C) 
D) 
E) ",Cardiovascular,Pharmacology,Acute Care and Diagnosis,E
Q2024-851,2024,"A generally healthy 5-month-old female is brought to your office by her parent for follow-up of a 
worsening, painless, red lesion on her right earlobe that has been present since birth. The parent is 
concerned because the lesion has rapidly increased in size over the last few months. A physical 
examination reveals a nontender, bluish-red, exophytic plaque on the right earlobe (shown below).  
Which one of the following would be an appropriate treatment for this condition? 
A)   Topical hydrocortisone 0.5%, twice daily 
B)   Oral propranolol hydrochloride, 2â€“3 mg/kg daily 
C)   Embolization 
D)   Excisional surgery

A) 
B) 
C) 
D) 
E) ",Integumentary,Treatment,Chronic Care Management,B
Q2024-852,2024,"A 24-year-old female sees you for treatment of significant depression and associated hypomanic 
symptoms. She has been experiencing racing thoughts, agitation, and a decreased need for sleep. 
 
Which one of the following is CONTRAINDICATED in this patient? 
A)   Cariprazine (Vraylar) monotherapy 
B)   Quetiapine (Seroquel) monotherapy 
C)   Sertraline (Zoloft) monotherapy 
D)   Lurasidone (Latuda) plus valproic acid 
E)   Quetiapine plus lithium

A) 
B) 
C) 
D) 
E) ",Psychiatric/Behavioral,Pharmacology,Emergent and Urgent Care,C
Q2024-853,2024,"A 59-year-old male presents to your office accompanied by his wife for evaluation of a 6-month 
history of worsening weakness. He reports having difficulty lifting light items to the top shelf at 
work. His wife adds that he has recently been clumsier around the house. 
 
The patientâ€™s vital signs are normal today. On physical examination you note mild dysarthria during 
conversation, proximal weakness of the upper extremities that is more pronounced on the left, 
hyperreflexia of the biceps tendon reflex bilaterally, atrophy of the quadriceps that is more 
pronounced on the right, and absent reflexes of the patellar tendon. 
 
Which one of the following is the most likely diagnosis? 
A)   Amyotrophic lateral sclerosis 
B)   Guillain-BarrÃ© syndrome 
C)   Hypothyroidism 
D)   Multiple sclerosis 
E)   Myasthenia gravis 
 
 
 
 
 
Item #51

A) 
B) 
C) 
D) 
E) ",Neurologic,Diagnosis,Acute Care and Diagnosis,A
Q2024-854,2024,"A 49-year-old female presents to your office with severe left ear pain. The patient describes the pain 
as sharp and deep inside her ear and reports that it has been occurring occasionally for several years. 
The pain has become more constant over the last 2 months, and she currently rates it as 8 out of 10 on 
a pain scale. She has not previously sought an evaluation. 
 
On physical examination you find a normal ear canal and tympanic membrane. The patient is only 
able to open her mouth 2 finger widths, has clicking over the left temporomandibular joint with 
opening, and has pain with palpation of the submandibular musculature. 
 
Which one of the following is the most appropriate next step in the management of this disorder? 
A)   Reassurance that her ear is normal, and follow-up in 4 weeks if symptoms have not improved 
B)   A trial of naproxen and cyclobenzaprine 
C)   Noncontrast CT of the facial bones 
D)   Referral to an otolaryngologist for further evaluation 
E)   Referral to a maxillofacial surgeon for consideration of jaw realignment surgery

A) 
B) 
C) 
D) 
E) ",Musculoskeletal,Treatment,Chronic Care Management,B
Q2024-855,2024,"A 6-month-old male is brought to your office by his parents for a well baby examination. This is the 
patientâ€™s first visit to your office as his family recently immigrated to the United States. The infant 
appears to be developing normally, but the parents are concerned because they have not observed a 
right testicle. 
 
On examination you are able to palpate the left testicle in the normal location. The right testicle is not 
located in the scrotum but is palpable along the inguinal canal. It can be moved into the upper 
scrotum but requires constant tension to remain in this position and immediately retracts after release. 
 
Which one of the following would be the most appropriate next step in management? 
A)   Reassurance that the condition will resolve spontaneously 
B)   Follow-up in 2 months 
C)   An ultrasound of the scrotum and pelvis 
D)   Referral to an endocrinologist 
E)   Referral to a urologist

A) 
B) 
C) 
D) 
E) ",Reproductive: Male,Management,Preventive Care,E
Q2024-856,2024,"A 23-year-old kindergarten teacher presents with a 2-day history of fever up to 102 Â°F, a sore throat, 
headache, and swollen glands. She has not had a runny nose or cough. Her throat is hyperemic and 
has tonsillar exudates. The anterior cervical nodes are enlarged and tender, but there is no other 
lymphadenopathy. She requests an antibiotic to prevent complications and to reduce the likelihood of 
spreading the infection to her students. A throat swab for group A Streptococcus is positive. 
 
Which one of the following is true regarding the use of antibiotics in this patient? 
A)   Her current symptoms will not be reduced 
B)   Her risk for developing poststreptococcal glomerulonephritis will not change 
C)   Her risk for developing rheumatic fever will not change 
D)   She will remain contagious for 7â€“10 days even with treatment

A) 
B) 
C) 
D) 
E) ",Respiratory,Pharmacology,Acute Care and Diagnosis,B
Q2024-857,2024,"A 23-year-old female presents to your office for evaluation of amenorrhea. A pregnancy test is 
positive, and you determine that she is at 6 weeksâ€™ gestation based on her last menstrual period. She 
has a history of acne, allergic rhinitis, gastroesophageal reflux, and anxiety. The patientâ€™s current 
medications include the following: 
Adapalene 0.1% gel (Differin Gel) daily 
Famotidine (Pepcid), 20 mg as needed 
Fluticasone propionate (Flonase), 50 Î¼g daily 
Hydroxyzine (Vistaril), 25 mg as needed 
Polyethylene glycol (MiraLAX), 17 g as needed 
Which one of the patientâ€™s current medications should be discontinued at this time? 
A)   Adapalene 
B)   Famotidine 
C)   Fluticasone propionate 
D)   Hydroxyzine 
E)   Polyethylene glycol

A) 
B) 
C) 
D) 
E) ",Sexual and Reproductive,Pharmacology,Chronic Care Management,A
Q2024-858,2024,"A 17-year-old male sustains an injury while playing in a high school football game. As the sideline 
physician, you determine that he needs to be transported to the emergency department with neck 
stabilization. He is awake, talking, and in no acute distress. There is no concern for airway 
compromise. 
 
Depending on the nature of his other injuries, which one of the following pieces of protective 
equipment should you remove before transporting the patient? 
A)   Only the helmet if required 
B)   Only the shoulder pads if required 
C)   Both the helmet and the shoulder pads 
D)   Neither the helmet nor the shoulder pads

A) 
B) 
C) 
D) 
E) ",Injuries/Musculoskeletal,Management,Emergent and Urgent Care,D
Q2024-859,2024,"A 16-year-old female presents for a routine checkup. During the visit, she discloses that she is sexually 
active and wants to discuss contraceptive options. However, she is hesitant to inform her parents, fearing 
their disapproval. 
 
Which one of the following is the most ethical course of action? 
A)   Providing the patient with contraception without informing her parents, and respecting her 
confidentiality by not noting this discussion in her medical record 
B)   Offering confidential counseling and contraceptive options while encouraging open 
communication with her parents 
C)   Insisting on parental involvement in the decision-making process, emphasizing the importance of 
open communication 
D)   Referring the patient to a mental health professional to address her concerns about parental 
disapproval before discussing contraception 
E)   Refusing to discuss contraception without parental consent, citing the patientâ€™s age

A) 
B) 
C) 
D) 
E) ",Patient-Based Systems,Counseling,Foundations of Care,B
Q2024-860,2024,"A previously healthy 72-year-old female presents to your office 7 days after hospitalization for an 
acute ischemic stroke diagnosed by MRI. The inpatient evaluation confirmed that she experienced a 
minor noncardioembolic ischemic stroke. She was not a candidate for reperfusion therapy and did not 
receive rtPA. Her family reports that her speech impairment and confusion have completely resolved 
and that she is now back to her baseline. 
 
Which one of the following would be the most appropriate pharmacotherapy at this time? 
A)   A direct oral anticoagulant 
B)   Low-molecular-weight heparin 
C)   A vitamin K antagonist 
D)   Single antiplatelet therapy 
E)   Dual antiplatelet therapy

A) 
B) 
C) 
D) 
E) ",Cardiovascular,Treatment,Acute Care and Diagnosis,E
Q2024-861,2024,"In patients with posttraumatic stress disorder, which one of the following medications is most 
effective for the treatment of midsleep awakening due to hyperarousal or nightmares? 
A)   Amitriptyline 
B)   Clonazepam (Klonopin) 
C)   Fluoxetine (Prozac) 
D)   Prazosin (Minipress) 
E)   Extended-release venlafaxine (Effexor XR)

A) 
B) 
C) 
D) 
E) ",Psychiatric/Behavioral,Pharmacology,Chronic Care Management,D
Q2024-862,2024,"A 2-year-old male is brought to the emergency department after a generalized seizure that lasted for 3 
minutes and was witnessed by his parent. An examination is significant for a temporal temperature of

A) 
B) 
C) 
D) 
E) ",Nonspecific,Pharmacology,Acute Care and Diagnosis,A
Q2024-863,2024,"A 35-year-old male with a medical history of hypertension and a family history of 
hypercholesterolemia and coronary artery disease sees you for routine follow-up of hypertension. His 
blood pressure is controlled on hydrochlorothiazide, 25 mg daily, and losartan (Cozaar), 50 mg daily. 
He has a BMI of 30 kg/m2 and quit smoking tobacco 2 years ago. 
 
According to the U.S. Preventive Services Task Force, which one of the following is recommended 
for the primary prevention of cardiovascular disease in this patient? 
A)   Aspirin, 81 mg daily 
B)   Low- to moderate-intensity statin therapy 
C)   Moderate-intensity exercise for 120 minutes per week 
D)   Referral to behavioral counseling interventions to promote a healthy diet and physical activity

A) 
B) 
C) 
D) 
E) ",Cardiovascular,Prevention,Preventive Care,D
Q2024-864,2024,"A 68-year-old male presents with dependent edema and an ulcer over the medial malleolus secondary 
to venous insufficiency. The dorsalis pedis pulse is intact. 
 
Which one of the following would be the most appropriate management of this patientâ€™s edema and 
ulcer? 
A)   A nongraduated compression stocking with 10â€“20 mm Hg pressure at the ankle 
B)   A graduated compression stocking with 30â€“40 mm Hg pressure at the ankle 
C)   A graduated compression stocking with 50â€“60 mm Hg pressure at the ankle 
D)   An Unna boot

A) 
B) 
C) 
D) 
E) ",Cardiovascular,Treatment,Chronic Care Management,B
Q2024-865,2024,"Hypocalcemia can cause which one of the following? 
A)   Constipation 
B)   Hypertension 
C)   Paresthesias 
D)   Respiratory suppression 
E)   Tachycardia

A) 
B) 
C) 
D) 
E) ",Nonspecific,Diagnosis,Acute Care and Diagnosis,C
Q2024-866,2024,"A 60-year-old male who had an ST-elevation myocardial infarction 9 months ago presents for routine 
follow-up. He has been receiving medical therapy and had been attending cardiac rehabilitation at his 
community hospital until recently. He reports gradually increasing dyspnea on exertion but is still 
able to work as a computer programmer and has no problems performing activities of daily living. He 
has developed mild edema. On cardiac examination you note a heart murmur that was not present 3 
months ago. The murmur is holosystolic, grade 3/6, loudest at the cardiac apex, and radiates to the 
axilla. 
 
Which one of the following is the most likely etiology of this murmur? 
A)   Aortic stenosis 
B)   Mitral regurgitation 
C)   Mitral stenosis 
D)   Pericardial effusion 
E)   Tricuspid regurgitation

A) 
B) 
C) 
D) 
E) ",Cardiovascular,Diagnosis,Emergent and Urgent Care,B
Q2024-867,2024,"A 32-year-old male is hospitalized with a 1-week history of an acute illness. His signs and symptoms 
include a fever of 38.9 Â°C (102.0 Â°F), axillary and inguinal lymphadenopathy, sore throat, arthralgias, 
myalgias, headache, and a skin rash. He has a history of intravenous drug use, but says his last use 
was 2 weeks ago. He does not have a history of travel outside the United States, tick bites, or 
occupational exposure. 
 
On examination you note pharyngeal edema and erythema without tonsillar enlargement. Shallow, 
sharply demarcated ulcers are noted on the oral mucosa. He has a generalized rash that began 3 days 
after the onset of fever and has the appearance of pityriasis rosea. Nontender nodes are noted in the 
axillae and groin. 
 
Laboratory studies reveal mild anemia, thrombocytopenia, and a slight elevation of liver enzymes. 
His WBC count is 3000/mm3 (N 4300â€“10,800). A rapid plasma reagin test, office testing for 
mononucleosis, rapid antibody HIV testing, blood cultures, and hepatitis studies are all negative. 
 
Which one of the following would be most appropriate at this time? 
A)   Herpes simplex virus IgM testing 
B)   An HIV viral load 
C)   A Western blot for HIV 
D)   Prednisone 
E)   A skin lesion biopsy

A) 
B) 
C) 
D) 
E) ",Hematologic/ Immune,Pharmacology,Acute Care and Diagnosis,B
Q2024-868,2024,"An asymptomatic 20-year-old female who is sexually active with a new male partner requests testing 
for sexually transmitted infections. She has had 2 sex partners and uses the subdermal etonogestrel 
implant (Nexplanon) for contraception. 
 
Based on U.S. Preventive Services Task Force guidelines, she should be screened for which one of 
the following? 
A)   Bacterial vaginosis 
B)   Infection with Chlamydia trachomatis and Neisseria gonorrhoeae  
C)   Infection with genital herpes simplex virus 
D)   Infection with HPV 
E)   Infection with Mycoplasma genitalium

A) 
B) 
C) 
D) 
E) ",Population-Based Care,Screening,Preventive Care,B
Q2024-869,2024,"A 42-year-old female presents with a 4-month history of diffuse pain, fatigue, and sleep disturbances. 
She says that the pain is the most bothersome symptom. After an extensive history and physical 
examination, you determine that fibromyalgia is the most likely underlying cause. In addition to 
encouraging exercise and cognitive behavioral therapy, you opt to initiate pharmacotherapy. 
 
Which one of the following pharmacologic agents is most likely to improve her pain? 
A)   Acetaminophen 
B)   Gabapentin (Neurontin) 
C)   Naproxen 
D)   Pregabalin (Lyrica) 
E)   Tramadol

A) 
B) 
C) 
D) 
E) ",Musculoskeletal,Pharmacology,Chronic Care Management,D
Q2024-870,2024,"A hemoglobin level â‰¤8 g/dL would be an appropriate RBC transfusion threshold for which one of the 
following hospitalized patients? 
A)   A 19-year-old with symptomatic sickle cell pain crisis 
B)   A 63-year-old who is hemodynamically stable after a major trauma 
C)   A 79-year-old with inoperable femur and hip fractures 
D)   An 81-year-old who underwent cardiac bypass surgery 3 days ago 
E)   An 85-year-old with diverticulosis and chronic anemia

A) 
B) 
C) 
D) 
E) ",Hematologic/ Immune,Management,Emergent and Urgent Care,D
Q2024-871,2024,"You see a 45-year-old male with a history of opioid use disorder for a health maintenance 
examination. The patient has successfully remained in a treatment program using methadone, and an 
examination is normal. He has not had a recent EKG. 
 
You order an EKG because which one of the following is a very rare but serious complication of 
methadone treatment? 
A)   Paroxysmal atrial fibrillation 
B)   QTc prolongation 
C)   First-degree heart block 
D)   Second-degree Mobitz type II heart block 
E)   Complete heart block

A) 
B) 
C) 
D) 
E) ",Psychiatric/Behavioral,Pharmacology,Chronic Care Management,B
Q2024-872,2024,"Lymphadenopathy in which one of the following sites in a 55-year-old male would suggest 
malignancy? 
A)   Anterior cervical 
B)   Posterior cervical 
C)   Axillary 
D)   Inguinal 
E)   Supraclavicular

A) 
B) 
C) 
D) 
E) ",Integumentary,Diagnosis,Acute Care and Diagnosis,E
Q2024-873,2024,"A 15-year-old patient who was recently hospitalized for anorexia nervosa sees you for a follow-up 
visit in your clinic to discuss the next steps in treatment. Which one of the following therapies is the 
recommended next step in treatment for this patient? 
A)   Self-guided treatment 
B)   Cognitive behavioral therapy 
C)   Focal psychodynamic psychotherapy 
D)   Interpersonal psychotherapy 
E)   Family-based therapy

A) 
B) 
C) 
D) 
E) ",Psychiatric/Behavioral,Treatment,Chronic Care Management,E
Q2024-874,2024,"A 67-year-old female presents for an annual health maintenance examination. She has a history of 
GERD, asthma, and hypothyroidism. Her last colonoscopy revealed tubular adenomas. She has 
smoked 1 pack of cigarettes per day since age 20. She does not have any current medical concerns. 
 
Which one of the following would be most appropriate for this patient? 
A)   Urinalysis screening for bladder cancer 
B)   Stool DNA testing (Cologuard) for colon cancer 
C)   Cytology and HPV co-testing for cervical cancer 
D)   Annual EKG screening for coronary artery disease 
E)   Annual low-dose CT screening for lung cancer

A) 
B) 
C) 
D) 
E) ",Respiratory,Screening,Preventive Care,E
Q2024-875,2024,"Which one of the following is the best agent for controlling edema related to chronic kidney disease? 
A)   Chlorthalidone 
B)   Furosemide (Lasix) 
C)   Hydrochlorothiazide 
D)   Mannitol (Osmitrol) 
E)   Spironolactone (Aldactone)

A) 
B) 
C) 
D) 
E) ",Nephrologic,Pharmacology,Chronic Care Management,B
Q2024-876,2024,"A 32-year-old female presents with a 1-week history of constant right upper quadrant pain. She 
underwent a nonemergent outpatient laparoscopic cholecystectomy 3 months ago with an 
unremarkable recovery and has followed her regular diet for more than 2 months. Her medical history 
includes seasonal allergies, migraine without aura, and 2 uncomplicated deliveries of healthy infants. 
Her medications include a monophasic oral contraceptive, as-needed sumatriptan (Imitrex), and as-
needed loratadine (Claritin). A review of systems is positive for mild nausea and itching without a 
rash. She has just completed her withdrawal bleed for this contraceptive cycle. Her vital signs are 
normal. 
 
A physical examination reveals mild tenderness to palpation in the right upper quadrant, and scleral 
icterus. The patient had not noticed this tenderness prior to examination. Her skin appears faintly 
icteric. Laboratory studies reveal the following: 
CBC   normal  
Urine hCG   negative  
Urine dipstick   2+ urobilinogen  
Bilirubin   6.5 mg/dL (N 0.2â€“1.2)  
Lipase   normal  
AST   50 U/L (N 0â€“35)  
ALT   66 U/L (N 0â€“45)  
Alkaline phosphatase   1382 U/L (N 30â€“120)  
Gamma-glutamyl transferase   120 U/L (N 0â€“30)  
 
Which one of the following is the most likely cause of this patientâ€™s symptoms? 
A)   Ascending cholangitis 
B)   Choledocholithiasis of the common bile duct 
C)   Metabolic dysfunctionâ€“associated steatohepatitis (nonalcoholic steatohepatitis) 
D)   Oral contraceptives 
E)   Stricture following her surgery

A) 
B) 
C) 
D) 
E) ",Gastrointestinal,Diagnosis,Emergent and Urgent Care,B
Q2024-877,2024,"A 24-month-old male is brought to your office by his parent. During the examination you notice that 
he seems to speak fewer words than expected and is very hard to understand. He does not use 2-word 
phrases, cannot point to any body parts, and has difficulty pointing to items in a book. On further 
questioning the parent confirms that the toddler speaks fewer than 50 words. Both English and 
German are spoken in his home. 
 
Which one of the following factors puts this patient at risk for the likely diagnosis? 
A)   Being the first born 
B)   Being the last born 
C)   A birth weight â‰¥5000 g (11 lb) 
D)   Growing up in a multilingual household  
E)   Male sex

A) 
B) 
C) 
D) 
E) ",Psychiatric/Behavioral,Pharmacology,Chronic Care Management,E
Q2024-878,2024,"A 73-year-old female presents with chronic diarrhea. You suspect microscopic colitis and order 
colonoscopy. 
 
Based on the suspected diagnosis, you should expect which one of the following colonoscopy 
findings? 
A)   Granulomas 
B)   Normal mucosa 
C)   Patchy ulcerations 
D)   Pseudomembranes

A) 
B) 
C) 
D) 
E) ",Gastrointestinal,Diagnosis,Acute Care and Diagnosis,B
Q2024-879,2024,"A 24-year-old male presents to your clinic to request suture repair of a 3-cm laceration on his arm 
caused by an accidental cut with a clean knife the night before. The wound is not actively bleeding 
and there are not any signs of infection. 
 
It would be acceptable to proceed with primary closure up to how many hours after the injury 
occurred? 
A)   2 
B)   10 
C)   18 
D)   24 
E)   36

A) 
B) 
C) 
D) 
E) ",Neurologic,Management,Emergent and Urgent Care,C
