QuestionID,ExamYear,QuestionStem,BodySystem,ClinicalCategory,Subcategory,BlueprintCategory,BlueprintCategory_Predicted,CorrectAnswer,Reference
Q2023-704,2023,"A 45-year-old male sees you for a routine health maintenance examination. You screen him for
hepatitis C. A hepatitis IgG antibody is positive but on reflex testing there is no detectable viral
RNA. When discussing the test results with him, he reports past use of injected opioids and
intermittent use of cocaine. To his knowledge he has never been diagnosed with viral hepatitis.
Regarding hepatitis C, the patientâ€™s history and test results indicate
A) current infection with need for treatment
B) exposure less than 2 weeks prior to screening
C) a false-positive result
D) previous infection with immunity to future infection
E) previous infection with susceptibility to future infection

A) 
B) 
C) 
D) 
E) ",Gastrointestinal,Adult Medicine,Screening,,Preventive Care,E,"Viral hepatitis: Q&As for health professionals. Centers for Disease Control and Prevention. Reviewed August 7, 2020."
Q2023-705,2023,"An 18-year-old female with a BMI of 21 kg/m2 sees you for evaluation of recent hair loss and
amenorrhea. During the review of systems she tells you that she thinks she is fat and reveals that
she recently went on a restrictive diet and lost 15% of her body weight. On examination she is
ill appearing, and her affect is blunted. Her blood pressure is 90/60 mm Hg and her heart rate
is 50 beats/min. Laboratory testing reveals euthyroid sick syndrome and a decreased serum
calcium level. Bone mineral density (BMD) testing shows bone loss. You refer her for extensive
psychologic intervention.
Once this patient begins showing signs of improvement, the best indication for recovery of BMD
would be
A) increased food intake
B) a normal calcium level
C) normal thyroid studies
D) the return of menses
E) weight restoration
40

A) 
B) 
C) 
D) 
E) ",Psychogenic,Mental Health,Diagnosis,,Acute Care and Diagnosis,D,"Klein DA, Sylvester JE, Schvey NA. Eating disorders in primary care: diagnosis and management. Am Fam Physician. 2021;103(1):22-32."
Q2023-706,2023,"A 19-year-old male presents with a 3-day history of fever, fatigue, and sore throat. He states that
his girlfriend has been experiencing similar symptoms for the past couple of weeks. His past
medical history is unremarkable. His vital signs include a temperature of 38.3Â°C (100.9Â°F), a
heart rate of 92 beats/min, and a respiratory rate of 18/min. On examination you note tonsillar
erythema, palatal petechiae, and anterior and posterior cervical lymphadenopathy. An abdominal
examination reveals splenomegaly. A rapid streptococcal test is negative and a heterophile
antibody test is positive. A CBC with differential demonstrates atypical lymphocytes.
Which one of the following would be the most appropriate pharmacotherapy for this patientâ€™s
condition?
A) Amoxicillin
B) Dexamethasone
C) Foscarnet (Foscavir)
D) Ibuprofen
E) Valacyclovir (Valtrex)

A) 
B) 
C) 
D) 
E) ",Hematologic/ Immune,Adult Medicine,Treatment,,Acute Care and Diagnosis,D,"Sylvester JE, Buchanan BK, Silva TW. Infectious mononucleosis: rapid evidence review. Am Fam Physician. 2023;107(1):71-78."
Q2023-707,2023,"A 70-year-old male with hypertension sees you because of a syncopal episode. During the
examination you ask him to move from a supine position to standing.
Which one of the following results of this maneuver would confirm a diagnosis of orthostatic
hypotension?
A) He becomes lightheaded
B) He feels chest pain
C) His systolic blood pressure decreases by at least 10 mm Hg
D) His systolic blood pressure decreases by at least 20 mm Hg

A) 
B) 
C) 
D) 
E) ",Cardiovascular,Adult Medicine,Interpretation,,Emergent and Urgent Care,D,"Kim MJ, Farrell J. Orthostatic hypotension: a practical approach. Am Fam Physician. 2022;105(1):39-49."
Q2023-708,2023,"A 55-year-old male presents to your clinic for evaluation of COPD. He has a history of tobacco
use and quit smoking 2 years ago. He reports occasional symptoms that limit his activities but
has  not had any exacerbations or hospitalizations. Pulmonary function tests indicate an
FEV /FVC ratio <0.7 and an FEV  of 75%. His vital signs are normal.
1 1
Which one of the following would be the most appropriate initial pharmacotherapy?
A) Budesonide/formoterol (Symbicort)
B) Ipratropium (Atrovent)
C) Levalbuterol
D) Tiotropium (Spiriva)
E) Umeclidinium/vilanterol (Anoro Ellipta)
41

A) 
B) 
C) 
D) 
E) ",Respiratory,Adult Medicine,Pharmacology,,Acute Care and Diagnosis,D,"Gentry S, Gentry B: Chronic obstructive pulmonary disease: Diagnosis and management. Am Fam Physician 2017;95(7):433-441. | Celli BR, Wedzicha JA. Update on clinical aspects of chronic obstructive pulmonary disease. N Engl J Med. 2019;381(13):1257-1266. | Global Initiative for Chronic Obstructive Lung Disease. 2023 Report: global strategy for the diagnosis, management, and prevention of chronic obstructive pulmonary disease. Updated 2023."
Q2023-709,2023,"A 56-year-old female comes to your office because she thinks she has a herniated disc in her
lower back causing sciatica. She has electric pain shooting down her left leg all the way to her
toes, and she requests MRI to see if she needs surgery. She has not had any injury, saddle
anesthesia, or changes in bowel or bladder habits. On examination she has 2+ symmetric deep
tendon reflexes of the lower extremities, a negative bilateral straight leg raising test, and a
positive log roll test. Her pain is worse with external rotation of the left hip. You suspect
piriformis syndrome.
Which one of the following would be the most appropriate next step in management?
A) Reassurance only
B) MRI of her lumbar spine
C) Injection of the piriformis muscle with a corticosteroid and local anesthetic
D) Referral to a physical therapist
E) Referral to an orthopedic surgeon

A) 
B) 
C) 
D) 
E) ",Musculoskeletal,Adult Medicine,Management,,Acute Care and Diagnosis,D,"Park JW, Lee Y-K, Lee YJ, Shin S, Kang Y, Koo K-H. Deep gluteal syndrome as a cause of posterior hip pain and sciatica-like pain. Bone Joint J. 2020;102-B(5):556-567. | Chamberlain R: Hip pain in adults: Evaluation and differential diagnosis. Am Fam Physician 2021;103(2):81-89."
Q2023-710,2023,"A 35-year-old female presents to your office after a recent trip to Brazil. She tells you that she
has developed an extremely pruritic rash that started on her face and has spread to her trunk and
limbs. In addition, she reports a headache, arthralgias, and myalgias. On examination you note
a diffuse scarlatiniform rash, conjunctivitis, and small petechiae on the palate. She is afebrile.
Which one of the following is the most likely diagnosis?
A) Chikungunya virus
B) Dengue virus
C) West Nile virus
D) Yellow fever
E) Zika virus

A) 
B) 
C) 
D) 
E) ",Nonspecific,Adult Medicine,Diagnosis,,Acute Care and Diagnosis,E,"The National Institute for Occupational Safety and Health (NIOSH): mosquito-borne diseases. Centers for Disease Control and Prevention. Updated March 21, 2016."
Q2023-711,2023,"You diagnose hand-foot-and-mouth disease in a 5-year-old male. His parents ask when he can
return to kindergarten.
You advise that if he feels well enough to participate, he may return
A) 5 days after the onset of symptoms
B) when afebrile and there are no mouth sores causing drooling
C) when afebrile as long as all skin lesions can be covered with a dressing
D) when afebrile and all skin lesions have crusted over
42

A) 
B) 
C) 
D) 
E) ",Integumentary,Care of Children and Adolescents,Counseling,,Acute Care and Diagnosis,B,"Saguil A, Kane SF, Lauters R, Mercado MG: Hand-foot-and-mouth disease: Rapid evidence review. Am Fam Physician 2019;100(7):408-414. | Hand, foot, and mouth disease (HFMD): how hand, foot, and mouth disease spreads. Centers for Disease Control and Prevention. Reviewed May 11, 2023."
Q2023-712,2023,"A 35-year-old female with previously regular menses presents with a 3-month history of
amenorrhea, hot flashes, and increased irritability. A pregnancy test is negative, an estrogen
level is low, and an FSH level is markedly elevated. There is no change in repeat testing 1
month later and you make a diagnosis of primary ovarian insufficiency. Further testing does not
reveal a cause for her condition. She does not desire more children.
Which one of the following should you recommend to this patient for hormone replacement
therapy?
A) No treatment
B) Transdermal estradiol without progestogen
C) Continuous oral estradiol without progestogen
D) Continuous oral estradiol and cyclic progestogen
E) Continuous oral estradiol and a levonorgestrel IUD (Mirena)

A) 
B) 
C) 
D) 
E) ",Reproductive: Female,Care of the Female Patient,Pharmacology,,Chronic Care Management,E,"Stuenkel CA, Gompel A. Primary ovarian insufficiency. N Engl J Med. 2023;388(2):154-163."
Q2023-713,2023,"A 40-year-old male presents to the urgent care clinic with a 2-day history of a progressive
inability to walk. His husband is concerned that he has Guillain-BarrÃ© syndrome.
Which one of the following, if present in this patient, would be concerning for Guillain-BarrÃ©
syndrome?
A) Afferent pupillary defect
B) Asymmetric flaccid weakness
C) Muscle spasticity
D) Nystagmus
E) Symmetric hyporeflexia

A) 
B) 
C) 
D) 
E) ",Neurologic,Adult Medicine,Management,,Acute Care and Diagnosis,E,"Shahrizaila N, Lehmann HC, Kuwabara S. Guillain-Barré syndrome. Lancet. 2021;397(10280):1214-1228."
Q2023-714,2023,"You are instructing a new medical assistant in preordering laboratory studies for upcoming
patients. You have a series of patients with appointments for physical examinations in the next
week.
Based on U.S. Preventive Services Task Force guidelines, which one of the following patients
should have a screening fasting glucose level or hemoglobin A ?
1c
A) A 24-year-old female with a BMI of 26 kg/m2
B) A 36-year-old male with a BMI of 27 kg/m2
C) A 52-year-old female with a BMI of 22 kg/m2
D) A 72-year-old male with a BMI of 32 kg/m2
E) An 84-year-old female with a BMI of 40 kg/m2
43

A) 
B) 
C) 
D) 
E) ",Endocrine,Adult Medicine,Screening,,Preventive Care,B,"US Preventive Services Task Force. Final recommendation statement: prediabetes and type 2 diabetes: screening. Updated August 24, 2021. | Rooney MR, Rawlings AM, Pankow JS, et al. Risk of progression to diabetes among older adults with prediabetes. JAMA Intern Med. 2021;181(4):511-519."
Q2023-715,2023,"A randomized, controlled study of 300 participants tested the effectiveness of a new medication
to reduce breast cancerâ€“related deaths. Within 2 years of treatment, 15 out of 150 participants
with breast cancer in the treatment group died, while 60 out of the 150 participants in the control
group died.
Based on this study, what is the number needed to treat to prevent one breast cancerâ€“related
death?
A) 2
B) 3
C) 5
D) 10
E) 15

A) 
B) 
C) 
D) 
E) ",Population-Based Care,Adult Medicine,Pharmacology,,Foundations of Care,B,EBM tools: number needed to treat. Oxford University’s Centre for Evidence-Based Medicine.
Q2023-716,2023,"An 88-year-old female is admitted to the hospital with a hip fracture after tripping and falling,
and her orthopedist recommends surgery. You are consulted for co-management and risk
stratification prior to surgery.
The patient has a history of controlled blood pressure and had a coronary artery bypass graft 10
years earlier. She is not experiencing any cardiac symptoms or syncope.
The most appropriate intervention would be operative management within how many hours?
A) 48
B) 60
C) 72
D) 84
E) 96

A) 
B) 
C) 
D) 
E) ",Musculoskeletal,Care of the Elderly,Treatment,,Emergent and Urgent Care,A,"American Academy of Orthopaedic Surgeons. Management of hip fractures in older adults: evidence-based clinical practice guideline. American Academy of Orthopaedic Surgeons, 2021. | Schroeder JD, Turner SP, Buck E. Hip fractures: diagnosis and management. Am Fam Physician. 2022;106(6):675-683."
Q2023-717,2023,"A 42-year-old male presents for evaluation of a persistent cough. Three weeks ago, he developed
a runny nose, dry cough, and generalized malaise without fever. One week later, he began to
develop persistent fits of coughing followed by bouts of posttussive emesis. You suspect
pertussis.
Which one of the following laboratory tests should be used to confirm your diagnostic suspicion?
A) Culture
B) Direct fluorescent antibody assay
C) Polymerase chain reaction (PCR)
D) Serology for IgG
44

A) 
B) 
C) 
D) 
E) ",Respiratory,Adult Medicine,Workup,,Acute Care and Diagnosis,C,"Kline JM, Smith EA, Zavala A. Pertussis: common questions and answers. Am Fam Physician. 2021;104(2):186-192."
